Year,StateANSI,OtherStateANSI,InflowReturns,InflowExemptions,InflowAGI
1995,37,30,127,256,2265
1994,37,30,148,290,3035
1993,37,30,139,270,2703
2011,37,31,320,645,12979
2010,37,31,260,498,10186
2009,37,31,326,633,15252
2008,37,31,324,645,15642
2007,37,31,284,566,15761
2006,37,31,324,666,17072
2005,37,31,290,575,13052
2004,37,31,315,657,13264
2003,37,31,266,529,11080
2002,37,31,355,720,13373
2001,37,31,394,767,15697
2000,37,31,341,710,14006
1999,37,31,288,559,11848
1998,37,31,301,630,11705
1997,37,31,297,623,10461
1996,37,31,289,564,7846
1995,37,31,316,619,8390
1994,37,31,294,631,8629
1993,37,31,253,512,6693
2011,37,32,612,1200,24841
2010,37,32,643,1216,24122
2009,37,32,696,1319,29418
2008,37,32,736,1469,35258
2007,37,32,657,1304,32064
2006,37,32,669,1328,28519
2005,37,32,539,1068,20548
2004,37,32,443,840,15660
2003,37,32,416,778,14400
2002,37,32,456,866,16401
2001,37,32,437,816,16701
2000,37,32,388,719,14147
1999,37,32,399,784,13419
1998,37,32,354,717,10307
1997,37,32,336,664,10322
1996,37,32,367,743,10963
1995,37,32,332,649,8165
1994,37,32,278,538,6767
1993,37,32,315,667,7642
2011,37,33,581,1075,25170
2010,37,33,581,1008,27653
2009,37,33,689,1211,29482
2008,37,33,813,1631,54751
2007,37,33,853,1726,51108
2006,37,33,824,1685,41442
2005,37,33,700,1384,30366
2004,37,33,641,1208,26210
2003,37,33,503,956,21664
2002,37,33,527,966,22292
2001,37,33,483,900,28211
2000,37,33,473,868,20077
1999,37,33,525,934,22479
1998,37,33,574,1065,19234
1997,37,33,548,1038,19724
1996,37,33,539,971,16761
1995,37,33,495,911,16405
1994,37,33,442,804,11804
1993,37,33,470,953,13752
2011,37,34,3875,7692,225030
2010,37,34,3944,7631,215702
2009,37,34,4581,9067,251438
2008,37,34,5874,12409,344015
2007,37,34,6235,13646,373223
2006,37,34,5724,12240,317807
2005,37,34,4787,10080,265663
2004,37,34,4042,8352,216364
2003,37,34,3513,6910,181866
2002,37,34,3469,6800,185731
2001,37,34,3397,6531,194200
2000,37,34,3659,7078,190361
1999,37,34,3896,7410,201782
1998,37,34,3963,7718,186134
1997,37,34,4240,8511,190385
1996,37,34,4139,8314,189057
1995,37,34,4039,7984,163433
1994,37,34,3569,7186,140982
1993,37,34,3599,7349,147592
2011,37,35,441,864,29974
2010,37,35,366,689,14635
2009,37,35,485,985,21429
2008,37,35,450,866,21105
2007,37,35,398,826,19060
2006,37,35,395,789,18684
2005,37,35,356,695,13174
2004,37,35,370,686,15263
2003,37,35,365,727,13491
2002,37,35,344,652,12248
2001,37,35,410,827,14219
2000,37,35,405,803,13496
1999,37,35,449,884,14324
1998,37,35,466,917,13205
1997,37,35,444,926,12689
1996,37,35,433,882,13815
1995,37,35,385,764,9479
1994,37,35,343,718,7999
1993,37,35,374,846,9127
2011,37,36,8718,16301,388125
2010,37,36,8671,15965,375136
2009,37,36,10175,19175,444896
2008,37,36,12935,25636,610061
2007,37,36,13060,26855,612330
2006,37,36,12314,25000,546489
2005,37,36,10975,22206,468176
2004,37,36,9284,17973,371540
2003,37,36,8030,15505,300029
2002,37,36,9049,16939,363623
2001,37,36,8674,16092,341938
2000,37,36,9450,17694,353672
1999,37,36,10079,19048,394072
1998,37,36,11181,21066,386714
1997,37,36,11211,21447,366683
1996,37,36,10492,20715,356138
1995,37,36,9826,19637,322522
1994,37,36,8432,17099,278285
1993,37,36,7106,14092,229350
2011,37,37,3220881,7220819,171210873
2010,37,37,3231387,7218211,164140024
2009,37,37,3263662,7224311,174141698
2008,37,37,3175506,7017341,175121985
2007,37,37,3007667,6694169,162445283
2006,37,37,2944131,6549942,151806080
2005,37,37,2908011,6462257,143874789
2004,37,37,2877689,6378329,135343842
2003,37,37,2873201,6315130,132146776
2002,37,37,2868440,6245186,133329730
2001,37,37,2834798,6152210,134205896
2000,37,37,2796955,6066652,126147184
1999,37,37,2745606,5949282,116755799
1998,37,37,2690114,5846285,107696874
1997,37,37,2643686,5772221,100178816
1996,37,37,2579265,5635531,93225872
1995,37,37,2524105,5539849,83477013
1994,37,37,2481887,5513334,79750291
1993,37,37,2439408,5430745,76724257
2011,37,38,106,185,5174
2010,37,38,103,194,3504
2009,37,38,148,293,9332
2008,37,38,111,214,4640
2007,37,38,123,223,4549
2006,37,38,132,242,4572
2005,37,38,141,251,4983
2004,37,38,127,234,5872
2003,37,38,107,201,3163
2002,37,38,88,164,2654
2001,37,38,112,215,3877
2000,37,38,115,199,2982
1999,37,38,129,264,3797
1998,37,38,117,228,2859
1997,37,38,131,278,3235
1996,37,38,114,232,2577
1995,37,38,132,273,2897
1994,37,38,132,262,3086
1993,37,38,145,291,3383
2011,37,39,4480,8326,213323
2010,37,39,4200,7792,182967
2009,37,39,5039,9180,232542
2008,37,39,5503,10016,286639
2007,37,39,5184,9525,259008
2006,37,39,5052,9105,238161
2005,37,39,4436,8117,195459
2004,37,39,4015,7264,168553
2003,37,39,3773,6870,160018
2002,37,39,4074,7334,180977
2001,37,39,4245,7886,202495
2000,37,39,4327,8000,210816
1999,37,39,4455,8471,200383
1998,37,39,4557,8636,194939
1997,37,39,4607,8466,158329
1996,37,39,4123,7939,142276
1995,37,39,3935,7621,121912
1994,37,39,3831,7382,117637
1993,37,39,3487,6835,99221
2011,37,40,842,1772,31620
2010,37,40,732,1538,27935
2009,37,40,714,1530,25567
2008,37,40,731,1584,29765
2007,37,40,734,1657,28246
2006,37,40,680,1370,23162
2005,37,40,703,1521,24708
2004,37,40,767,1612,24772
2003,37,40,770,1639,26362
2002,37,40,864,1762,30334
2001,37,40,859,1788,31334
2000,37,40,910,1900,28640
1999,37,40,817,1785,27288
1998,37,40,794,1737,22847
1997,37,40,837,1819,21680
1996,37,40,783,1741,19876
1995,37,40,816,1736,20774
1994,37,40,766,1720,18158
1993,37,40,781,1761,20514
2011,37,41,581,1107,22986
2010,37,41,520,947,17256
2009,37,41,591,1117,29663
2008,37,41,561,1028,21627
2007,37,41,551,1055,22051
2006,37,41,525,942,20615
2005,37,41,489,905,18404
2004,37,41,577,1136,22020
2003,37,41,465,908,18784
2002,37,41,486,831,16449
2001,37,41,492,839,16942
2000,37,41,517,954,19173
1999,37,41,489,915,16398
1998,37,41,431,827,15325
1997,37,41,403,776,12495
1996,37,41,398,812,11265
1995,37,41,364,702,9283
1994,37,41,326,641,9292
1993,37,41,299,566,7498
2011,37,42,4895,9051,241870
2010,37,42,4595,8371,247352
2009,37,42,5330,9674,247051
2008,37,42,6162,11416,315030
2007,37,42,5998,11390,308329
2006,37,42,5786,10721,274279
2005,37,42,5239,9750,252772
2004,37,42,4900,8930,211795
2003,37,42,4560,8394,200224
2002,37,42,4697,8605,208850
2001,37,42,5140,9167,239836
2000,37,42,5400,9699,243725
1999,37,42,5770,10452,255536
1998,37,42,5615,10317,215408
1997,37,42,5497,10047,198656
1996,37,42,4957,9397,183403
1995,37,42,4829,9211,161106
1994,37,42,4241,8150,136518
1993,37,42,3792,7394,117132
2011,37,44,416,855,22669
2010,37,44,419,817,18940
2009,37,44,456,851,19772
2008,37,44,569,1205,25583
2007,37,44,638,1362,28480
2006,37,44,590,1304,29189
2005,37,44,487,992,23590
2004,37,44,358,713,14836
2003,37,44,320,637,11523
2002,37,44,296,555,9956
2001,37,44,289,525,10584
2000,37,44,296,552,11964
1999,37,44,295,540,11357
1998,37,44,392,732,14830
1997,37,44,374,687,10787
1996,37,44,367,697,12503
1995,37,44,360,725,12296
1994,37,44,307,646,10291
1993,37,44,288,604,8166
2011,37,45,9819,19091,366520
2010,37,45,9370,18101,335134
2009,37,45,10273,19599,383397
2008,37,45,10277,19274,433082
2007,37,45,9670,18788,399242
2006,37,45,9721,18742,393880
2005,37,45,9428,18169,348919
2004,37,45,9044,17080,319701
2003,37,45,9016,17194,323631
2002,37,45,9554,17783,332143
2001,37,45,10103,18854,384005
2000,37,45,10066,18927,363811
1999,37,45,9860,18528,336824
1998,37,45,9371,17576,299338
1997,37,45,9245,17644,274226
1996,37,45,8872,17397,267332
1995,37,45,9240,18316,250731
1994,37,45,8583,17704,227348
1993,37,45,8589,17571,223880
2011,37,46,131,253,7953
2010,37,46,126,260,4331
2009,37,46,156,292,5372
2008,37,46,130,254,6091
2007,37,46,125,214,3853
2006,37,46,131,220,4400
2005,37,46,140,231,3970
2004,37,46,157,299,3133
2003,37,46,123,224,3490
2002,37,46,162,295,4499
2001,37,46,141,257,5421
2000,37,46,150,316,4212
1999,37,46,118,222,3132
1998,37,46,117,229,3732
1997,37,46,141,278,3138
1996,37,46,129,245,3078
1995,37,46,117,250,2775
1994,37,46,117,265,2747
1993,37,46,118,267,2668
2011,37,47,3164,6225,141445
2010,37,47,3075,5948,122142
2009,37,47,3449,6646,146154
2008,37,47,3536,6714,158682
2007,37,47,3350,6465,149340
2006,37,47,3216,6237,140894
2005,37,47,3145,5992,146866
2004,37,47,2963,5842,115659
2003,37,47,3074,5983,121777
2002,37,47,3230,6192,132653
2001,37,47,3407,6743,152138
2000,37,47,3424,6660,138439
1999,37,47,3359,6614,129385
1998,37,47,3362,6658,119226
1997,37,47,3273,6540,108907
1996,37,47,2960,5895,90674
1995,37,47,2936,5892,86634
1994,37,47,2988,6249,90664
1993,37,47,2836,6040,82060
2011,37,48,5367,11512,253512
2010,37,48,5041,10636,220453
2009,37,48,5296,11050,244743
2008,37,48,5531,11682,273902
2007,37,48,4945,10584,255669
2006,37,48,5130,10723,232662
2005,37,48,4968,10696,214086
2004,37,48,4713,9831,205244
2003,37,48,4864,10319,212308
2002,37,48,5082,10319,277705
2001,37,48,5500,11648,306046
2000,37,48,5364,11292,232961
1999,37,48,5207,11058,225467
1998,37,48,5116,11099,236133
1997,37,48,5030,11143,187725
1996,37,48,5152,11500,193687
1995,37,48,4848,10774,156317
1994,37,48,4696,10376,151068
1993,37,48,5099,11562,158246
2011,37,49,458,997,19313
2010,37,49,405,894,16306
2009,37,49,426,1026,19055
2008,37,49,458,1077,21620
2007,37,49,392,916,16608
2006,37,49,390,881,16281
2005,37,49,396,856,14688
2004,37,49,338,704,11109
2003,37,49,387,797,12590
2002,37,49,348,728,15230
2001,37,49,392,813,16190
2000,37,49,356,729,12917
1999,37,49,303,669,9654
1998,37,49,284,689,12133
1997,37,49,307,700,10436
1996,37,49,272,649,8030
1995,37,49,277,597,8547
1994,37,49,245,588,6561
1993,37,49,245,567,6673
2011,37,50,325,525,11459
2010,37,50,341,587,12482
2009,37,50,428,727,17418
2008,37,50,444,797,18392
2007,37,50,397,696,17617
2006,37,50,433,805,15035
2005,37,50,399,730,19462
2004,37,50,379,670,16684
2003,37,50,316,536,10550
2002,37,50,334,603,11342
2001,37,50,275,452,9615
2000,37,50,295,500,12070
1999,37,50,370,628,12113
1998,37,50,379,635,9971
1997,37,50,368,657,10375
1996,37,50,359,647,11374
1995,37,50,334,602,8201
1994,37,50,369,690,9621
1993,37,50,248,486,6614
2011,37,51,11378,23086,544192
2010,37,51,10705,21310,470822
2009,37,51,12190,24009,577888
2008,37,51,13859,27494,706424
2007,37,51,13876,28382,697041
2006,37,51,13751,27964,686239
2005,37,51,12050,24256,593278
2004,37,51,10889,21664,491949
2003,37,51,10747,21119,458327
2002,37,51,10868,20996,440001
2001,37,51,11494,21862,518513
2000,37,51,11334,22016,472073
1999,37,51,11659,22697,463004
1998,37,51,11915,23431,424394
1997,37,51,11703,23046,403917
1996,37,51,11729,23324,400170
1995,37,51,11697,23344,353444
1994,37,51,10947,22423,331291
1993,37,51,10258,20871,290422
2011,37,53,1449,2979,60477
2010,37,53,1411,2901,57785
2009,37,53,1543,3128,77849
2008,37,53,1356,2773,57462
2007,37,53,1373,2888,66265
2006,37,53,1322,2666,57684
2005,37,53,1222,2552,50878
2004,37,53,1252,2580,50689
2003,37,53,1219,2602,67173
2002,37,53,1222,2476,47738
2001,37,53,1239,2593,49397
2000,37,53,1344,2829,63361
1999,37,53,1256,2598,58079
1998,37,53,1131,2383,36841
1997,37,53,1113,2290,31515
1996,37,53,1174,2517,36728
1995,37,53,1111,2388,30435
1994,37,53,990,2128,27178
1993,37,53,1019,2244,25677
2011,37,54,1137,2156,48000
2010,37,54,1019,1911,33841
2009,37,54,1246,2256,49689
2008,37,54,1520,2813,56098
2007,37,54,1474,2752,49502
2006,37,54,1586,2831,52708
2005,37,54,1542,2810,46254
2004,37,54,1558,2952,46724
2003,37,54,1452,2642,46530
2002,37,54,1793,3261,52143
2001,37,54,2301,4305,68801
2000,37,54,2455,4566,65382
1999,37,54,2405,4498,58845
1998,37,54,2302,4322,57680
1997,37,54,2273,4328,50842
1996,37,54,2166,4179,45899
1995,37,54,2120,3911,41200
1994,37,54,1982,3834,38329
1993,37,54,1857,3597,36695
2011,37,55,1004,1888,49809
2010,37,55,975,1764,47532
2009,37,55,1152,2245,57920
2008,37,55,1122,2061,57326
2007,37,55,1091,2009,53683
2006,37,55,1070,1998,49513
2005,37,55,1011,1851,51056
2004,37,55,925,1670,39162
2003,37,55,943,1735,39486
2002,37,55,934,1713,44913
2001,37,55,928,1741,44661
2000,37,55,952,1828,43165
1999,37,55,948,1851,48717
1998,37,55,1010,1985,40968
1997,37,55,914,1753,45661
1996,37,55,832,1623,30236
1995,37,55,878,1762,30760
1994,37,55,818,1603,26400
1993,37,55,712,1355,21534
2011,37,56,147,289,4525
2010,37,56,134,246,4069
2009,37,56,136,231,3918
2008,37,56,156,277,5881
2007,37,56,125,221,4260
2006,37,56,150,262,6219
2005,37,56,141,289,4182
2004,37,56,116,209,3035
2003,37,56,113,202,3163
2002,37,56,136,236,5160
2001,37,56,118,198,4073
2000,37,56,112,197,3775
1999,37,56,118,229,6104
1998,37,56,121,222,2892
1997,37,56,122,205,2617
1996,37,56,117,212,2138
1995,37,56,125,219,2496
1994,37,56,108,223,1988
1993,37,56,91,192,2079
2011,38,1,56,126,2649
2010,38,1,52,97,1430
2009,38,1,47,98,1501
2008,38,1,35,74,1373
2007,38,1,46,120,2125
2006,38,1,35,61,1023
2005,38,1,36,93,2249
2004,38,1,46,87,1636
2003,38,1,54,113,1809
2002,38,1,53,102,1802
2001,38,1,34,63,841
2000,38,1,49,116,1658
1999,38,1,42,94,1127
1998,38,1,41,77,1071
1997,38,1,54,135,1639
1996,38,1,32,70,720
1995,38,1,24,49,516
1994,38,1,41,97,1276
1993,38,1,49,93,1548
2011,38,2,138,293,7005
2010,38,2,109,222,5634
2009,38,2,73,175,3515
2008,38,2,91,214,5582
2007,38,2,113,258,4877
2006,38,2,96,245,3544
2005,38,2,92,206,3281
2004,38,2,112,314,4576
2003,38,2,117,245,4238
2002,38,2,87,211,3492
2001,38,2,86,183,3099
2000,38,2,107,265,3901
1999,38,2,86,202,2628
1998,38,2,85,182,2934
1997,38,2,104,255,3399
1996,38,2,99,260,3698
1995,38,2,109,268,2595
1994,38,2,94,200,1847
1993,38,2,83,217,2235
2011,38,4,314,575,11951
2010,38,4,307,545,11187
2009,38,4,292,547,11501
2008,38,4,270,540,10919
2007,38,4,230,417,8842
2006,38,4,213,416,8146
2005,38,4,214,371,7450
2004,38,4,198,376,7864
2003,38,4,202,385,6514
2002,38,4,241,436,9078
2001,38,4,203,354,6007
2000,38,4,180,343,5902
1999,38,4,219,436,6214
1998,38,4,214,407,5684
1997,38,4,192,352,5012
1996,38,4,189,353,4772
1995,38,4,207,413,4900
1994,38,4,214,426,5640
1993,38,4,245,515,5378
2011,38,5,55,120,1945
2010,38,5,54,110,1661
2009,38,5,40,76,1296
2008,38,5,34,61,1096
2007,38,5,44,89,1731
2006,38,5,35,60,1059
2005,38,5,27,58,1366
2004,38,5,37,73,1006
2003,38,5,26,53,715
2002,38,5,27,47,548
2001,38,5,34,67,783
2000,38,5,37,72,1399
1999,38,5,40,78,800
1998,38,5,22,48,511
1997,38,5,36,70,825
1996,38,5,34,70,796
1995,38,5,35,67,713
1994,38,5,32,68,742
1993,38,5,64,155,1320
2011,38,6,537,949,19573
2010,38,6,454,816,14254
2009,38,6,442,765,15060
2008,38,6,447,779,17734
2007,38,6,426,781,13878
2006,38,6,430,820,16245
2005,38,6,435,807,15156
2004,38,6,488,954,21962
2003,38,6,440,813,13428
2002,38,6,429,774,12472
2001,38,6,338,625,12970
2000,38,6,394,743,10754
1999,38,6,432,763,12075
1998,38,6,419,818,10457
1997,38,6,424,800,10099
1996,38,6,580,1197,14492
1995,38,6,628,1292,16474
1994,38,6,613,1299,14714
1993,38,6,650,1296,15393
2011,38,8,468,946,22898
2010,38,8,416,758,17157
2009,38,8,364,689,16280
2008,38,8,314,559,12065
2007,38,8,298,539,10478
2006,38,8,285,555,10504
2005,38,8,308,589,10505
2004,38,8,319,602,11559
2003,38,8,323,576,10665
2002,38,8,278,518,11113
2001,38,8,270,527,9318
2000,38,8,293,522,9678
1999,38,8,271,560,8499
1998,38,8,269,524,7885
1997,38,8,289,594,8072
1996,38,8,352,696,9235
1995,38,8,381,729,9197
1994,38,8,338,720,8289
1993,38,8,264,505,6110
2011,38,9,33,52,1306
2010,38,9,20,34,599
2009,38,9,17,27,603
2008,38,9,17,25,466
2007,38,9,17,20,656
2006,38,9,23,31,1055
2005,38,9,26,47,1075
2004,38,9,28,35,806
2003,38,9,16,24,398
2002,38,9,19,32,773
2001,38,9,24,41,876
2000,38,9,24,46,860
1999,38,9,20,26,394
1998,38,9,15,23,402
1997,38,9,28,46,834
1996,38,9,26,45,613
1995,38,9,26,45,597
1994,38,9,29,42,647
1993,38,9,18,28,346
2011,38,10,8,14,303
2010,38,10,14,33,745
2009,38,10,10,15,193
2008,38,10,5,9,80
2007,38,10,5,8,274
2006,38,10,8,16,201
2005,38,10,8,15,270
2004,38,10,8,16,282
2003,38,10,10,15,350
2002,38,10,12,19,336
2001,38,10,8,13,158
2000,38,10,12,17,1116
1999,38,10,9,18,271
1998,38,10,13,38,484
1997,38,10,10,22,239
1996,38,10,11,36,237
1995,38,10,6,15,89
1994,38,10,8,21,216
1993,38,10,7,15,126
2011,38,11,10,21,363
2010,38,11,8,19,578
2009,38,11,3,5,124
2008,38,11,10,13,534
2007,38,11,11,18,252
2006,38,11,7,9,251
2005,38,11,9,11,370
2004,38,11,4,6,175
2003,38,11,4,10,152
2002,38,11,11,17,527
2001,38,11,11,14,278
2000,38,11,5,6,165
1999,38,11,5,9,206
1998,38,11,6,11,124
1997,38,11,10,19,245
1996,38,11,11,15,216
1995,38,11,8,20,410
1994,38,11,7,15,159
1993,38,11,9,20,204
2011,38,12,351,623,10821
2010,38,12,319,577,9917
2009,38,12,271,485,8993
2008,38,12,261,468,9484
2007,38,12,239,436,7082
2006,38,12,215,395,6865
2005,38,12,190,347,6829
2004,38,12,184,358,6297
2003,38,12,191,353,5538
2002,38,12,170,286,4773
2001,38,12,178,354,5500
2000,38,12,204,394,5740
1999,38,12,187,372,5320
1998,38,12,173,323,3945
1997,38,12,157,320,3933
1996,38,12,176,360,4353
1995,38,12,162,307,2950
1994,38,12,183,357,3619
1993,38,12,214,408,3725
2011,38,13,121,245,4336
2010,38,13,121,241,3855
2009,38,13,90,192,3005
2008,38,13,94,186,3271
2007,38,13,91,164,3155
2006,38,13,71,154,2450
2005,38,13,73,142,2252
2004,38,13,76,139,1989
2003,38,13,84,165,2886
2002,38,13,65,122,1996
2001,38,13,73,150,1879
2000,38,13,80,153,2084
1999,38,13,67,140,1981
1998,38,13,66,123,1602
1997,38,13,71,151,1419
1996,38,13,75,154,1651
1995,38,13,90,200,2054
1994,38,13,87,158,1925
1993,38,13,71,162,1581
2011,38,15,46,111,1792
2010,38,15,46,103,1478
2009,38,15,33,68,1304
2008,38,15,49,115,1977
2007,38,15,56,107,2028
2006,38,15,52,100,1842
2005,38,15,40,85,1136
2004,38,15,42,82,1360
2003,38,15,32,63,912
2002,38,15,31,50,830
2001,38,15,34,78,860
2000,38,15,32,78,1019
1999,38,15,22,51,704
1998,38,15,30,81,777
1997,38,15,38,81,811
1996,38,15,46,104,1058
1995,38,15,45,97,1190
1994,38,15,51,107,1223
1993,38,15,35,75,711
2011,38,16,253,584,10350
2010,38,16,126,282,4480
2009,38,16,108,234,3915
2008,38,16,83,170,3126
2007,38,16,70,153,2804
2006,38,16,72,141,2713
2005,38,16,69,139,1837
2004,38,16,73,151,2242
2003,38,16,88,212,2671
2002,38,16,72,166,2088
2001,38,16,67,135,2613
2000,38,16,61,133,1423
1999,38,16,69,148,1564
1998,38,16,68,154,1562
1997,38,16,71,143,1436
1996,38,16,56,118,1268
1995,38,16,64,139,1048
1994,38,16,60,131,1332
1993,38,16,71,161,1321
2011,38,17,184,330,6893
2010,38,17,195,365,7093
2009,38,17,158,292,7001
2008,38,17,154,272,6357
2007,38,17,165,324,7971
2006,38,17,151,309,5941
2005,38,17,151,254,5797
2004,38,17,163,326,6078
2003,38,17,160,335,7563
2002,38,17,141,264,4643
2001,38,17,127,248,4517
2000,38,17,131,271,5472
1999,38,17,146,286,4875
1998,38,17,160,318,5149
1997,38,17,179,395,5972
1996,38,17,189,416,6063
1995,38,17,197,420,5512
1994,38,17,214,414,5432
1993,38,17,187,397,4918
2011,38,18,100,187,4736
2010,38,18,96,178,3012
2009,38,18,68,140,2416
2008,38,18,90,158,3896
2007,38,18,60,115,2028
2006,38,18,54,102,2275
2005,38,18,78,147,2595
2004,38,18,73,154,2792
2003,38,18,54,100,1900
2002,38,18,62,116,1547
2001,38,18,62,133,2201
2000,38,18,60,105,1718
1999,38,18,71,157,2331
1998,38,18,82,175,2158
1997,38,18,79,158,2395
1996,38,18,81,148,1783
1995,38,18,93,203,2129
1994,38,18,103,256,3922
1993,38,18,93,196,1787
2011,38,19,173,321,7256
2010,38,19,164,323,6209
2009,38,19,171,361,9412
2008,38,19,142,293,6291
2007,38,19,121,244,6002
2006,38,19,147,280,5885
2005,38,19,110,214,4203
2004,38,19,137,277,5154
2003,38,19,154,306,5731
2002,38,19,132,281,5249
2001,38,19,132,238,4678
2000,38,19,132,275,4465
1999,38,19,136,279,4764
1998,38,19,145,335,5288
1997,38,19,129,309,4220
1996,38,19,153,350,4382
1995,38,19,127,284,3092
1994,38,19,134,302,3743
1993,38,19,167,343,3717
2011,38,20,112,200,3735
2010,38,20,92,174,3435
2009,38,20,70,132,2611
2008,38,20,92,204,4516
2007,38,20,102,170,3521
2006,38,20,100,198,4083
2005,38,20,84,164,2492
2004,38,20,103,220,4197
2003,38,20,88,168,2545
2002,38,20,89,177,3069
2001,38,20,97,170,3379
2000,38,20,85,168,2578
1999,38,20,100,220,3832
1998,38,20,90,178,2318
1997,38,20,90,185,2987
1996,38,20,111,258,2735
1995,38,20,118,235,3526
1994,38,20,88,196,2606
1993,38,20,80,189,2175
2011,38,21,41,80,1534
2010,38,21,35,51,866
2009,38,21,34,54,937
2008,38,21,35,64,1089
2007,38,21,35,63,1962
2006,38,21,45,95,1268
2005,38,21,39,87,1381
2004,38,21,27,49,1033
2003,38,21,27,45,747
2002,38,21,24,42,496
2001,38,21,27,53,725
2000,38,21,44,89,1105
1999,38,21,40,77,1000
1998,38,21,34,66,779
1997,38,21,41,77,882
1996,38,21,39,72,1093
1995,38,21,55,111,1112
1994,38,21,35,71,780
1993,38,21,55,128,1084
2011,38,22,94,191,4612
2010,38,22,107,210,5309
2009,38,22,95,209,3991
2008,38,22,57,134,2493
2007,38,22,63,141,2580
2006,38,22,77,131,2669
2005,38,22,61,123,2376
2004,38,22,72,132,2332
2003,38,22,41,83,998
2002,38,22,41,86,1656
2001,38,22,51,100,1761
2000,38,22,64,136,1949
1999,38,22,56,116,1359
1998,38,22,50,99,1610
1997,38,22,55,119,1237
1996,38,22,52,117,1674
1995,38,22,68,159,1748
1994,38,22,39,86,871
1993,38,22,96,227,1810
2011,38,23,23,32,435
2010,38,23,22,43,733
2009,38,23,21,40,494
2008,38,23,13,24,394
2007,38,23,12,27,410
2006,38,23,14,29,401
2005,38,23,8,16,291
2004,38,23,20,42,614
2003,38,23,14,16,347
2002,38,23,15,25,632
2001,38,23,17,22,333
2000,38,23,14,32,468
1999,38,23,20,33,347
1998,38,23,15,32,316
1997,38,23,25,49,536
1996,38,23,9,18,297
1995,38,23,48,116,1481
1994,38,23,76,209,1747
1993,38,23,18,28,340
2011,38,24,57,102,2295
2010,38,24,59,114,2924
2009,38,24,55,89,2196
2008,38,24,48,111,2279
2007,38,24,43,87,1642
2006,38,24,43,65,1326
2005,38,24,59,114,2055
2004,38,24,55,94,2277
2003,38,24,41,76,1744
2002,38,24,62,112,1890
2001,38,24,44,86,1148
2000,38,24,51,82,1267
1999,38,24,39,78,1033
1998,38,24,51,97,1540
1997,38,24,54,89,1851
1996,38,24,50,118,1595
1995,38,24,66,128,1562
1994,38,24,51,116,1421
1993,38,24,56,109,1293
2011,38,25,44,63,1358
2010,38,25,36,53,1015
2009,38,25,34,49,1080
2008,38,25,40,62,1484
2007,38,25,36,62,1021
2006,38,25,33,50,942
2005,38,25,34,61,1058
2004,38,25,31,52,1351
2003,38,25,37,62,1165
2002,38,25,40,75,1315
2001,38,25,43,62,865
2000,38,25,37,62,985
1999,38,25,28,48,780
1998,38,25,27,46,737
1997,38,25,43,66,1039
1996,38,25,45,76,1078
1995,38,25,47,66,1011
1994,38,25,41,70,951
1993,38,25,51,104,1129
2011,38,26,252,449,10329
2010,38,26,215,400,8017
2009,38,26,161,277,4715
2008,38,26,119,218,4714
2007,38,26,142,272,6041
2006,38,26,138,257,5550
2005,38,26,123,236,5953
2004,38,26,113,203,3620
2003,38,26,101,166,3283
2002,38,26,91,181,2806
2001,38,26,89,156,2873
2000,38,26,91,169,3995
1999,38,26,83,155,1978
1998,38,26,100,188,3089
1997,38,26,122,228,3662
1996,38,26,202,461,5146
1995,38,26,270,659,6875
1994,38,26,155,327,3258
1993,38,26,192,451,4523
2011,38,27,3917,6063,128518
2010,38,27,3579,5627,115750
2009,38,27,3872,6020,130578
2008,38,27,3503,5448,113237
2007,38,27,3214,5093,104041
2006,38,27,3112,4813,95310
2005,38,27,2917,4688,88850
2004,38,27,2872,4609,81600
2003,38,27,2810,4439,77667
2002,38,27,2783,4470,82519
2001,38,27,2635,4169,71479
2000,38,27,2528,4074,70454
1999,38,27,2825,4676,98070
1998,38,27,2961,5057,76941
1997,38,27,2744,4746,63098
1996,38,27,2701,4631,61352
1995,38,27,2842,4770,57356
1994,38,27,2735,4643,56913
1993,38,27,2804,4774,54162
2011,38,28,56,121,2844
2010,38,28,48,99,1805
2009,38,28,32,53,1100
2008,38,28,28,55,956
2007,38,28,36,80,1138
2006,38,28,56,105,1766
2005,38,28,52,101,1737
2004,38,28,47,98,1529
2003,38,28,55,106,1924
2002,38,28,45,84,1303
2001,38,28,42,96,1361
2000,38,28,62,124,1494
1999,38,28,40,89,1080
1998,38,28,50,95,1197
1997,38,28,51,99,1133
1996,38,28,41,97,980
1995,38,28,58,110,957
1994,38,28,41,99,909
1993,38,28,50,106,1105
2011,38,29,146,286,6389
2010,38,29,135,265,5522
2009,38,29,98,189,3888
2008,38,29,121,246,4830
2007,38,29,104,201,4025
2006,38,29,111,201,3747
2005,38,29,93,183,3016
2004,38,29,87,189,3143
2003,38,29,81,150,2484
2002,38,29,85,160,2473
2001,38,29,101,199,3124
2000,38,29,82,164,2401
1999,38,29,66,157,2858
1998,38,29,104,184,3030
1997,38,29,92,185,2672
1996,38,29,155,356,3518
1995,38,29,159,372,3982
1994,38,29,106,219,2842
1993,38,29,117,253,2673
2011,38,30,729,1429,31203
2010,38,30,526,930,17730
2009,38,30,572,1016,23675
2008,38,30,461,851,16377
2007,38,30,493,918,15413
2006,38,30,464,838,13724
2005,38,30,444,876,13420
2004,38,30,414,773,11284
2003,38,30,414,697,10838
